RATING;UAB;UABSAT;PARKLOT;OPENTIME;OPEN6AM;OPEN7AM;OPEN8AM;OPENAFTER8;REVIEWS;AVGTIME;WORK_24HRS;SUNDAYS;WORSTREVIEWS;DISTCENT;Open_hourSUM;COMCENTER;NUM_COMMENTS;NEG_COMMENTPRICE;NEG_COMMENTFOOD;NEG_REVIEWS;POS_REVIEWS;perc_BH
4.1;26;9;1;2;0;1;0;0;740;20;0;0;52;14.0987439;90;0;33;3;1;85;571;0.29
2.7;0;0;0;4;0;0;0;1;9;10;0;0;5;3.005621131;0;0;2;2;0;5;4;0.01
4.1;26;4;1;1;1;0;0;0;691;15;0;0;32;17.50823961;96;1;7;0;0;52;532;0.27
4.1;5;5;1;2;0;1;0;0;892;20;0;0;26;14.35844246;90;0;20;2;0;73;696;0.06
3.7;18;4;1;2;0;1;0;0;726;15;0;0;80;15.17579147;0;0;38;33;3;139;457;0.21
3.9;20;0;1;3;0;0;1;0;188;15;0;0;10;10.97978576;72;0;6;2;1;24;131;0.28
4.1;7;3;1;2;0;1;0;0;273;20;0;0;10;9.290772673;78;0;3;0;0;17;204;0.09
4.1;14;4;1;2;0;1;0;0;577;15;0;0;21;17.79327767;84;0;4;0;0;51;445;0.17
3.6;9;0;1;2;0;1;0;0;592;15;0;0;73;7.829795387;75;0;56;46;8;124;336;0.12
4.1;15;4;1;2;0;1;0;0;1457;15;0;0;80;1.540115104;96;0;30;2;0;119;1135;0.16
4.2;11;5;1;2;0;1;0;0;1275;25;0;0;78;10.17246529;107;1;65;5;1;126;1051;0.1
4.7;7;5;1;2;0;1;0;0;981;20;0;0;22;11.71911778;90;1;18;1;0;31;911;0.08
4;7;4;0;1;1;0;0;0;1179;25;0;0;72;11.78701044;96;0;3;0;0;128;897;0.07
3.7;25;8;0;2;0;1;0;0;483;15;0;0;56;5.907812276;90;0;16;13;0;94;299;0.28
4.5;11;9;1;2;0;1;0;0;106;20;0;0;3;11.1106524;90;0;3;0;0;4;94;0.12
4.3;22;9;1;2;0;1;0;0;466;20;0;0;21;9.160210976;90;1;14;0;0;31;396;0.24
4.3;26;8;1;2;0;1;0;0;1438;20;0;0;64;14.73654054;84;0;28;0;0;104;1179;0.31
3.9;26;4;1;2;0;1;0;0;1316;20;0;0;104;14.46015377;107.5;0;15;6;0;172;951;0.24
3.7;25;0;1;2;0;1;0;0;663;15;0;0;104;3.934296245;90;0;6;5;0;153;425;0.28
3.9;8;4;1;2;0;1;0;0;545;20;0;0;44;9.89475856;84;0;14;4;0;67;386;0.1
4.1;6;5;0;4;0;0;0;1;1794;25;0;0;114;4.730480921;72;0;9;1;0;191;1339;0.08
3.8;14;3;1;3;0;0;1;0;251;15;0;0;27;16.96706722;80;0;13;11;2;36;167;0.18
4.2;6;6;1;2;0;1;0;0;1435;20;0;0;87;13.92671412;90;0;46;5;1;132;1163;0.07
3.9;20;3;0;2;0;1;0;0;213;15;0;0;23;9.477486797;90;0;13;4;1;29;145;0.22
3.8;21;9;1;2;0;1;0;0;551;15;0;0;55;13.22664817;90;0;46;36;8;94;353;0.23
4.4;1;0;0;3;0;0;1;0;31;10;0;0;1;6.424561051;84;0;1;0;0;2;27;0.01
4;12;8;1;2;0;1;0;0;821;20;0;0;78;11.06252128;90;0;2;0;0;113;620;0.13
3.9;19;9;1;2;0;1;0;0;546;20;0;0;44;5.488056764;90;0;27;13;2;79;384;0.21
3.7;4;4;1;2;0;1;0;0;260;15;0;0;39;12.75198923;84;0;9;8;1;56;172;0.05
4.3;5;5;1;2;0;1;0;0;1701;20;0;0;69;14.03832424;90;0;62;2;0;119;1407;0.06
4;14;5;0;2;0;1;0;0;324;15;0;0;28;13.40378805;78;0;3;1;0;46;227;0.18
3.3;23;4;0;2;0;1;0;0;179;15;0;0;37;12.43241777;90;0;27;23;2;56;98;0.26
4.2;14;8;1;1;1;0;0;0;599;15;0;0;25;12.56860811;87;0;3;0;0;46;490;0.16
4;2;0;0;2;0;1;0;0;31;10;0;0;5;3.414247589;78;0;3;1;0;5;25;0.03
3.8;17;7;1;3;0;0;1;0;578;15;0;0;59;6.526190923;78;1;22;8;5;90;402;0.22
3.9;15;9;1;2;0;1;0;0;909;15;0;0;72;7.074126703;107.5;0;35;20;7;123;643;0.14
3.7;12;3;0;2;0;1;0;0;528;15;0;0;67;6.045393537;84;0;26;20;6;104;336;0.14
4.2;11;3;1;2;0;1;0;0;317;15;0;0;19;5.71188315;78;0;6;1;0;32;246;0.14
4.1;17;4;1;2;0;1;0;0;220;15;0;0;10;21.32050702;78;0;4;0;0;20;161;0.22
4;7;2;1;1;1;0;0;0;2491;10;0;1;174;0.811754232;108;1;160;16;6;293;1813;0.07
4.3;20;7;0;2;0;1;0;0;401;15;0;0;20;15.41102334;90;0;5;0;0;35;341;0.22
3.5;10;5;0;3;0;0;1;0;228;15;0;0;33;5.328525543;72;0;7;6;0;56;127;0.14
3.8;12;8;0;2;0;1;0;0;505;15;0;0;35;3.011139402;90;0;27;22;3;82;334;0.13
4;12;2;0;1;1;0;0;0;1074;15;0;0;68;6.105233519;102;0;34;5;0;106;813;0.12
4.1;18;9;1;2;0;1;0;0;612;15;0;0;29;9.769153649;90;0;9;1;0;51;467;0.2
4;9;6;1;2;0;1;0;0;630;15;0;0;39;8.323972986;78;1;7;1;0;64;489;0.12
4.2;17;4;1;2;0;1;0;0;452;15;0;0;25;2.053825001;90;0;21;2;0;32;367;0.19
4;26;8;1;1;1;0;0;0;1106;20;0;0;68;5.862823989;96;1;9;1;0;116;833;0.27
4.1;9;9;1;2;0;1;0;0;1341;20;0;0;75;5.566731387;90;0;3;0;0;116;1036;0.1
4;7;5;1;2;0;1;0;0;1022;20;0;0;64;11.24139847;88.8;0;12;1;0;108;788;0.08
4.1;6;4;1;2;0;1;0;0;1032;20;0;0;45;14.50267159;84;0;15;1;0;85;798;0.07
4.1;7;6;1;2;0;1;0;0;300;15;0;0;22;10.31484902;90;0;5;0;0;35;234;0.08
4.2;13;8;1;2;0;1;0;0;938;20;0;0;53;14.5952112;84;0;27;3;0;84;745;0.16
4.2;20;9;1;1;1;0;0;0;800;20;0;0;42;8.080159749;96;0;21;1;0;74;641;0.21
3.7;7;4;1;0;0;0;0;0;3;10;1;1;1;3.375451073;28;0;0;0;0;1;2;0.25
4;4;3;0;3;0;0;1;0;194;10;0;0;8;3.551340932;72;0;5;1;0;21;138;0.06
4.1;17;7;0;1;1;0;0;0;725;20;0;0;40;5.28993392;96;0;5;0;0;65;549;0.18
4.4;4;4;0;4;0;0;0;1;128;10;0;0;8;5.128368232;72;0;1;0;0;9;105;0.06
3.9;30;10;1;2;0;1;0;0;1591;20;0;0;144;5.04940151;107.5;0;9;3;1;220;1124;0.28
4;17;9;1;2;0;1;0;0;655;15;0;0;39;4.79629802;107.5;0;14;2;1;75;490;0.16
4;10;6;1;2;0;1;0;0;393;15;0;0;24;7.659142305;84;0;4;1;0;47;287;0.12
4.1;7;7;1;2;0;1;0;0;739;15;0;0;43;7.701349397;84;0;40;3;1;61;585;0.08
4.1;7;7;1;1;1;0;0;0;1129;20;0;0;67;9.118505727;113.5;0;15;2;1;112;854;0.06
3.8;6;0;1;2;0;1;0;0;319;15;0;0;31;6.72347605;84;0;14;11;3;48;223;0.07
3.7;14;8;0;2;0;1;0;0;159;15;0;0;18;5.311270113;90;0;16;14;2;36;104;0.16
4.2;8;5;1;2;0;1;0;0;1025;15;0;0;54;9.61900285;84;0;2;0;0;87;836;0.1
3.8;9;0;0;2;0;1;0;0;160;15;0;0;17;9.989057336;78;0;12;9;3;28;103;0.12
4;7;7;1;3;0;0;1;0;405;20;0;0;34;4.461925728;78;0;11;2;1;49;313;0.09
4;18;10;1;2;0;1;0;0;802;20;0;0;61;3.715828803;107.5;0;34;4;1;105;591;0.17
4.1;12;4;1;2;0;1;0;0;614;20;0;0;35;10.45276551;90;0;15;2;0;61;473;0.13
4.1;11;3;1;2;0;1;0;0;751;20;0;0;47;14.18501184;90;0;15;1;0;91;565;0.12
3.7;22;4;1;2;0;1;0;0;648;15;0;0;70;5.890996896;84;0;34;30;4;108;416;0.26
4.3;9;4;1;2;0;1;0;0;222;20;0;0;12;4.622224488;84;0;1;0;0;15;188;0.11
4.1;7;7;1;2;0;1;0;0;976;20;0;0;50;12.93150566;87;0;1;0;0;102;753;0.08
4.2;9;6;1;2;0;1;0;0;1282;20;0;0;69;16.00296975;90;0;23;2;1;102;1035;0.1
3.8;33;2;1;2;0;1;0;0;657;10;0;0;82;10.99036495;90;0;79;44;0;121;439;0.37
4.1;10;3;1;2;0;1;0;0;533;10;0;0;29;14.14294663;84;1;15;1;0;53;410;0.12
4.3;15;9;1;2;0;1;0;0;1514;20;0;0;73;7.398582967;99;0;67;1;0;119;1260;0.15
4;21;7;1;3;0;0;1;0;845;15;0;0;60;6.61871779;101.5;1;50;9;2;103;613;0.21
3.5;5;4;0;2;0;1;0;0;267;15;0;0;45;5.343917889;84;0;22;19;0;77;157;0.06
4.2;5;4;1;2;0;1;0;0;730;25;0;0;31;11.56352017;84;0;3;0;0;53;595;0.06
4;4;4;1;3;0;0;1;0;617;20;0;0;42;11.47625972;72;0;3;0;0;68;469;0.06
4;18;7;1;1;1;0;0;0;846;15;0;0;50;11.61858945;96;0;34;4;1;93;610;0.19
4;4;4;1;2;0;1;0;0;1210;20;0;0;85;11.41402424;90;0;3;1;0;144;919;0.04
3.5;5;3;0;3;0;0;1;0;330;15;0;0;52;8.622734159;78;0;31;29;0;89;196;0.06
4.1;4;4;1;2;0;1;0;0;649;25;0;0;31;12.85397369;90;0;14;1;0;62;506;0.04
4.2;15;6;1;2;0;1;0;0;1060;20;0;0;71;15.97492454;90;0;33;3;1;105;849;0.17
3.9;23;7;1;2;0;1;0;0;537;20;0;0;38;12.85728761;90;0;32;16;2;68;378;0.26
4.4;8;3;1;2;0;1;0;0;743;20;0;0;25;15.58157574;79;0;15;0;0;48;653;0.1
4.3;8;0;1;2;0;1;0;0;511;15;0;0;27;1.266004401;84;0;9;0;0;37;432;0.1
3;1;0;1;2;0;1;0;0;2;10;0;0;1;12.32532644;90;1;0;0;0;1;1;0.01
4.1;8;5;1;2;0;1;0;0;947;20;0;0;50;11.07128788;90;0;22;2;1;99;725;0.09
3.8;35;6;1;2;0;1;0;0;757;15;0;0;65;7.505220697;90;0;62;37;14;112;505;0.39
3.9;20;6;1;2;0;1;0;0;439;15;0;0;30;6.267676508;90;0;24;7;3;51;315;0.22
3.8;11;5;1;2;0;1;0;0;693;20;0;0;80;9.321086797;84;0;2;2;0;121;471;0.13
3.9;13;2;1;2;0;1;0;0;251;20;0;0;16;5.670885524;84;1;16;9;3;31;185;0.16
4.1;20;8;1;2;0;1;0;0;575;20;0;0;36;5.65332578;107.5;1;29;2;1;55;432;0.19
4.3;5;5;0;4;0;0;0;1;322;20;0;0;21;5.737035876;66;0;12;0;0;31;263;0.08
3.6;7;1;0;2;0;1;0;0;554;15;0;0;69;15.32207998;78;0;57;50;4;121;333;0.09
4.3;14;5;1;2;0;1;0;0;466;15;0;0;18;13.73234442;87;0;10;0;0;31;399;0.16
4.1;20;0;0;2;0;1;0;0;95;15;0;0;8;13.60382315;81;0;3;0;0;10;75;0.25
4;16;9;1;2;0;1;0;0;817;20;0;0;70;6.373189598;90;0;56;9;3;99;605;0.18
4.2;4;4;1;2;0;1;0;0;433;15;0;0;16;17.2510663;84;0;16;1;0;29;362;0.05
4.2;6;6;1;2;0;1;0;0;552;15;0;0;42;12.50641336;90;1;29;2;0;66;437;0.07
4.2;9;1;1;3;0;0;1;0;1136;20;0;0;50;4.159853507;101.5;0;7;1;0;88;920;0.09
4.2;30;5;1;2;0;1;0;0;933;20;0;0;46;5.02404378;84;0;25;2;1;70;740;0.36
3.3;6;6;0;2;0;1;0;0;299;15;0;0;72;3.550898312;84;0;31;24;3;103;154;0.07
4;25;6;1;2;0;1;0;0;868;20;0;0;68;6.711273582;90;0;37;5;0;92;666;0.28
3.8;2;0;1;1;1;0;0;0;452;15;0;0;39;8.645879199;96;0;33;28;5;70;296;0.02
4.1;36;8;1;2;0;1;0;0;473;15;0;0;27;18.25710002;90;0;23;2;1;45;369;0.4
4.1;33;10;1;2;0;1;0;0;1518;20;0;0;93;8.236255629;90;0;82;7;2;153;1191;0.37
4.2;6;6;1;2;0;1;0;0;1000;15;0;0;34;12.7816243;90;0;34;3;0;62;823;0.07
4.2;15;7;1;2;0;1;0;0;719;20;0;0;42;6.718923966;90;0;17;2;0;67;585;0.17
4.2;18;7;1;2;0;1;0;0;763;15;0;0;61;13.44585453;90;0;51;5;1;85;603;0.2
4.1;11;7;1;3;0;0;1;0;146;15;0;0;8;4.127511489;72;0;2;0;0;12;108;0.15
4;16;7;1;2;0;1;0;0;786;20;0;0;54;11.64092968;84;0;22;5;0;90;588;0.19
3.9;7;0;0;3;0;0;1;0;169;15;0;0;15;7.06958495;72;0;6;3;1;23;117;0.1
4.1;9;2;1;1;1;0;0;0;302;15;0;0;22;6.301400823;102;0;17;1;0;39;233;0.09
4.5;14;8;1;2;0;1;0;0;288;20;0;0;6;2.125332789;90;0;6;0;0;12;256;0.16
4;17;6;1;1;1;0;0;0;718;20;0;0;49;14.05744931;96;0;24;4;1;83;533;0.18
4.1;9;1;1;2;0;1;0;0;1417;15;0;0;60;5.486518296;90;0;57;5;0;133;1086;0.1
4.1;24;9;1;2;0;1;0;0;736;20;0;0;51;13.05731317;84;1;33;2;1;73;574;0.29
4.1;6;4;1;2;0;1;0;0;843;15;0;0;42;10.20950909;90;1;32;2;1;67;665;0.07
4.1;2;1;1;4;0;0;0;1;553;15;0;0;28;0.665519345;66;1;10;1;0;48;437;0.03
4.5;4;3;0;1;1;0;0;0;27;10;0;0;1;5.594448292;96;0;0;0;0;2;23;0.04
3.8;22;7;0;2;0;1;0;0;468;15;0;0;31;12.88319054;84;0;14;10;2;69;304;0.26
3.9;10;6;1;2;0;1;0;0;1296;15;0;0;78;1.86348847;107.5;1;68;25;0;141;916;0.09
4;20;9;1;1;1;0;0;0;298;20;0;0;20;14.24523569;96;1;1;0;0;29;226;0.21
3.7;6;5;1;2;0;1;0;0;144;15;0;0;17;14.35404469;78;1;6;5;0;25;97;0.08
4.1;7;0;1;2;0;1;0;0;1257;15;0;0;45;0.908053365;84;1;5;0;0;92;977;0.08
4.5;9;2;0;2;0;1;0;0;162;15;0;0;5;14.23253297;72;0;1;0;0;8;141;0.13
4.4;9;5;1;2;0;1;0;0;471;20;0;0;14;15.13653057;84;0;6;0;0;29;414;0.11
4;9;0;1;2;0;1;0;0;489;15;0;0;25;15.08706051;84;0;1;0;0;47;366;0.11
3.9;17;4;1;2;0;1;0;0;274;20;0;0;20;11.32119676;90;0;17;6;1;38;197;0.19
3.8;7;5;0;2;0;1;0;0;196;20;0;0;24;3.831872089;107.5;0;7;6;0;37;137;0.07
4;43;10;1;2;0;1;0;0;805;20;0;0;40;8.75364522;90;0;8;1;0;73;606;0.48
4.3;28;5;1;2;0;1;0;0;655;15;0;0;2;9.083101231;90;0;0;0;0;37;532;0.31
3.9;17;4;1;3;0;0;1;0;1204;20;0;0;81;7.913373739;84;0;62;34;3;151;821;0.2
4.1;16;5;1;2;0;1;0;0;628;15;0;0;26;11.01968907;84;0;7;0;0;60;466;0.19
4;12;5;1;2;0;1;0;0;1290;20;0;0;88;11.38799471;90;0;21;4;1;155;974;0.13
3.9;9;5;1;2;0;1;0;0;723;15;0;0;53;11.13117407;90;0;14;6;1;86;512;0.1
4.2;3;3;1;2;0;1;0;0;508;20;0;0;28;13.33577866;84;0;4;0;0;42;408;0.04
3.8;0;0;1;2;0;1;0;0;541;15;0;0;43;10.05917772;84;1;22;19;3;80;352;0
4;4;4;1;2;0;1;0;0;1915;20;0;0;139;5.019736736;84;0;28;3;1;216;1423;0.05
3.4;5;5;0;2;0;1;0;0;672;15;0;0;86;11.95203147;90;0;51;36;12;174;341;0.06
3.7;14;7;0;2;0;1;0;0;359;15;0;0;29;3.51460617;90;0;25;20;5;60;214;0.16
4.1;6;6;1;3;0;0;1;0;1182;15;0;0;50;11.76961613;72;1;7;1;0;94;928;0.08
3.9;14;2;1;2;0;1;0;0;451;15;0;0;37;9.220305385;90;0;4;1;0;65;328;0.16
4.1;7;6;1;2;0;1;0;0;344;15;0;0;24;4.602537864;90;0;6;0;0;36;272;0.08
3.9;14;3;1;2;0;1;0;0;727;15;0;0;64;13.00828651;90;1;4;2;1;97;527;0.16
4.2;22;10;1;2;0;1;0;0;1326;20;0;0;45;6.803237034;90;0;23;1;0;89;1090;0.24
4;7;2;0;2;0;1;0;0;518;15;0;0;25;3.388929248;84;0;19;3;1;48;377;0.08
3.5;17;6;1;2;0;1;0;0;329;20;0;0;44;17.3388967;84;1;26;24;1;74;192;0.2
4.3;3;3;0;4;0;0;0;1;25;10;0;0;1;3.264432233;72;0;1;0;0;2;20;0.04
3.8;32;10;0;2;0;1;0;0;443;20;0;0;27;4.111305081;90;0;7;6;1;58;286;0.36
3.3;13;5;0;3;0;0;1;0;347;15;0;0;63;14.02484281;72;0;33;26;3;112;166;0.18
4;23;10;1;2;0;1;0;0;1085;20;0;0;77;14.72590727;90;0;59;7;0;124;806;0.26
3.8;26;9;0;2;0;1;0;0;954;15;0;0;106;5.83578659;90;0;10;8;1;160;621;0.29
4.2;9;5;1;2;0;1;0;0;287;10;0;0;8;5.825702782;78;1;3;0;0;16;220;0.12
4.1;6;3;1;3;0;0;1;0;405;15;0;0;23;5.877102535;78;1;5;0;0;40;317;0.08
4.3;12;4;1;2;0;1;0;0;721;20;0;0;31;6.102998953;84;0;20;1;0;54;603;0.14
3.9;0;0;1;2;0;1;0;0;682;10;0;0;43;9.102241759;90;0;16;9;2;69;483;0
4.1;11;6;1;2;0;1;0;0;828;20;0;0;43;12.26486126;107.5;0;3;0;0;82;657;0.1
3.7;20;9;1;1;1;0;0;0;1106;15;0;0;120;14.85648539;113.5;0;4;3;1;185;707;0.18
4.2;22;9;1;1;1;0;0;0;979;15;0;0;50;13.8648107;96;0;7;1;0;76;798;0.23
3.7;11;7;0;2;0;1;0;0;396;15;0;0;37;14.52061563;76;1;29;25;4;74;230;0.15
3.9;4;4;1;2;0;1;0;0;358;20;0;0;33;5.552766893;84;0;12;4;1;49;265;0.05
4;10;8;1;1;1;0;0;0;1254;20;0;0;88;5.341632538;96;0;59;8;2;125;988;0.1
4;7;5;0;1;1;0;0;0;439;15;0;0;25;5.220444588;96;0;13;3;0;45;320;0.07
4;30;3;0;2;0;1;0;0;886;15;0;0;49;4.599677449;90;0;43;4;1;91;643;0.33
4.1;18;5;1;1;1;0;0;0;956;20;0;0;54;16.47361692;96;1;18;2;0;83;748;0.19
4.5;7;5;1;2;0;1;0;0;33;20;0;0;2;3.693904219;90;1;0;0;0;3;29;0.08
3.8;5;3;0;3;0;0;1;0;209;15;0;0;17;4.790581834;72;0;9;8;1;29;140;0.07
3.8;10;8;0;2;0;1;0;0;446;20;0;0;48;4.479011581;90;0;22;19;0;87;309;0.11
4.3;14;10;1;1;1;0;0;0;881;20;0;0;34;8.353770441;96;0;16;1;0;60;722;0.15
3.5;8;7;1;2;0;1;0;0;776;20;0;0;172;4.284244755;88.8;0;56;41;2;200;458;0.09
3.8;29;9;0;1;1;0;0;0;664;15;0;0;57;12.22498921;96;0;12;10;1;109;434;0.3
4.1;15;3;0;2;0;1;0;0;886;20;0;0;55;6.199141185;84;0;7;1;0;79;697;0.18
4.1;15;8;1;2;0;1;0;0;928;25;0;0;71;14.81459406;90;0;37;3;0;112;718;0.17
4.1;7;4;1;2;0;1;0;0;1267;15;0;0;48;2.178024769;90;0;19;2;0;101;972;0.08
4.1;19;8;1;3;0;0;1;0;900;15;0;0;47;10.25450865;72;1;1;0;0;79;690;0.26
4.2;18;5;1;2;0;1;0;0;868;20;0;0;49;11.62404636;90;1;23;2;1;76;711;0.2
4.1;27;6;1;2;0;1;0;0;1315;20;0;0;67;12.38318403;84;0;58;6;2;131;1035;0.32
4.1;20;10;1;2;0;1;0;0;1297;15;0;0;84;12.18406504;90;0;25;2;0;128;998;0.22
3.8;20;9;1;2;0;1;0;0;394;15;0;0;40;7.596218212;90;0;18;15;3;65;262;0.22
4;12;4;1;2;0;1;0;0;585;20;0;0;45;10.8135417;95;0;32;7;2;72;433;0.13
4;20;10;0;1;1;0;0;0;628;15;0;0;44;6.363650609;96;0;26;5;2;82;469;0.21
4;17;9;1;2;0;1;0;0;1786;15;0;0;120;9.489851716;107.5;0;17;3;0;216;1279;0.16
3.9;18;8;1;2;0;1;0;0;843;20;0;0;69;9.903226928;90;0;63;31;12;122;590;0.2
4;4;4;1;3;0;0;1;0;351;20;0;0;27;3.665477309;72;1;5;0;0;45;269;0.06
3.9;28;6;1;2;0;1;0;0;1159;20;0;0;97;16.54065262;84;0;52;18;0;160;830;0.33
4.3;5;4;1;2;0;1;0;0;502;20;0;0;21;17.8702472;84;0;18;1;0;35;424;0.06
4.2;8;7;1;2;0;1;0;0;1189;20;0;0;50;7.818983503;90;0;25;2;0;82;956;0.09
3.7;17;7;1;3;0;0;1;0;235;15;0;0;27;1.918438048;84;0;5;4;0;39;144;0.2
3.8;10;9;1;2;0;1;0;0;692;20;0;0;57;10.68534853;90;0;3;3;0;106;469;0.11
4.6;19;3;1;2;0;1;0;0;122;15;0;0;1;10.1956959;84;0;0;0;0;2;111;0.23
3.8;18;6;1;3;0;0;1;0;1019;20;0;0;109;9.955005773;84;0;86;51;18;157;713;0.21
4.2;16;9;1;1;1;0;0;0;1506;20;0;0;65;10.52990507;96;0;25;2;0;100;1243;0.17
4.2;4;4;1;2;0;1;0;0;485;20;0;0;21;14.73817523;90;0;13;1;0;38;395;0.04
4.3;16;10;1;2;0;1;0;0;952;20;0;0;37;12.9529072;96;0;6;0;0;64;802;0.17
4;17;4;1;2;0;1;0;0;466;15;0;0;29;17.40484542;90;0;26;5;2;43;336;0.19
3.9;12;7;0;2;0;1;0;0;340;15;0;0;25;6.407690343;84;0;3;2;0;47;235;0.14
3.6;14;4;0;2;0;1;0;0;170;15;0;0;28;2.91546395;90;0;18;16;2;44;106;0.16
4.2;15;11;1;2;0;1;0;0;1726;20;0;0;100;4.415488567;99;0;83;7;1;150;1414;0.15
4;13;8;1;1;1;0;0;0;805;20;0;0;53;6.774261026;96;0;46;7;1;92;585;0.14
4.4;7;7;1;2;0;1;0;0;319;15;0;0;22;6.702174499;90;1;17;1;0;30;271;0.08
4.1;5;5;1;4;0;0;0;1;11233;10;0;0;364;6.960693517;60;1;339;16;4;858;8477;0.08
3.9;14;5;1;3;0;0;1;0;627;15;0;0;25;7.36303844;78;0;8;3;1;59;412;0.18
4.5;5;5;1;2;0;1;0;0;3076;30;0;0;96;11.07883502;90;0;88;2;1;147;2744;0.06
4.3;9;9;1;1;1;0;0;0;1261;20;0;0;45;12.57711822;93;0;3;0;0;77;1064;0.1
4;6;5;1;1;1;0;0;0;908;20;0;0;64;15.35185322;96;0;5;1;0;97;671;0.06
4.2;13;8;1;2;0;1;0;0;590;20;0;0;29;2.790587283;99;0;16;1;0;48;486;0.13
3.9;18;8;0;1;1;0;0;0;637;15;0;0;47;4.003285912;105;0;4;2;0;85;442;0.17
4;15;9;1;2;0;1;0;0;1433;20;0;0;84;3.457016937;107;0;24;4;1;152;1081;0.14
3.8;14;6;1;4;0;0;0;1;738;10;0;0;62;4.518612312;78;1;13;11;2;106;498;0.18
3.9;32;10;0;1;1;0;0;0;921;15;0;0;67;12.50267555;98;0;47;17;5;121;622;0.33
4;14;10;1;1;1;0;0;0;583;5;0;0;26;7.341791473;96;1;2;0;0;59;423;0.15
4.2;5;5;1;2;0;1;0;0;1548;20;0;0;92;8.528375391;107;0;12;1;0;141;1276;0.05
4.3;15;5;1;2;0;1;0;0;1686;25;0;0;71;16.10658686;90;0;14;0;0;119;1432;0.17
4.3;11;10;0;1;1;0;0;0;1093;20;0;0;38;4.875155086;105;0;16;0;0;65;930;0.11
3.6;15;3;1;2;0;1;0;0;531;20;0;0;71;7.739298753;78;0;43;35;2;111;328;0.19
2.9;20;2;1;2;0;1;0;0;204;15;0;0;67;11.85268167;90;0;56;41;3;86;88;0.22
3.7;28;9;1;1;1;0;0;0;855;15;0;0;94;11.49012634;96;0;2;1;0;167;523;0.29
3.6;23;8;0;2;0;1;0;0;251;15;0;0;38;7.872230811;90;0;6;5;1;55;153;0.26
4.2;22;4;1;3;0;0;1;0;485;20;0;0;24;2.822166019;84;0;16;1;0;43;388;0.26
4.1;18;5;1;2;0;1;0;0;2558;30;0;0;198;12.26141939;90;0;57;6;1;318;1965;0.2
3.7;19;7;1;2;0;1;0;0;527;15;0;0;50;6.941188915;84;0;30;24;3;76;332;0.23
3.9;20;8;1;2;0;1;0;0;639;15;0;0;63;11.37603688;90;0;18;9;1;90;471;0.22
3.9;6;3;1;2;0;1;0;0;338;15;0;0;25;10.20213147;84;0;3;1;0;44;236;0.07
4.1;12;7;1;2;0;1;0;0;446;20;0;0;23;6.428668762;90;1;14;1;0;37;346;0.13
4.2;11;8;0;3;0;0;1;0;1329;15;0;0;60;6.737546718;78;1;7;0;0;108;1084;0.14
4.3;23;10;1;2;0;1;0;0;871;15;0;0;37;7.182039872;90;0;27;1;0;49;741;0.26
3.9;14;3;1;2;0;1;0;0;357;15;0;0;36;2.685123694;96;0;28;8;3;62;255;0.15
3.9;13;7;0;1;1;0;0;0;1078;20;0;0;73;7.152933712;96;0;28;10;3;133;783;0.14
3.8;19;10;1;2;0;1;0;0;681;20;0;0;71;6.499209796;90;0;8;6;1;121;462;0.21
3.9;5;5;1;1;1;0;0;0;481;20;0;0;31;12.9700844;96;0;15;7;1;67;342;0.05
4;13;4;1;2;0;1;0;0;269;15;0;0;9;8.292607781;84;0;8;1;0;27;186;0.16
3.7;10;2;0;2;0;1;0;0;297;15;0;0;27;3.387771101;84;0;1;1;0;48;178;0.12
4.1;27;10;1;2;0;1;0;0;676;15;0;0;42;11.27301251;90;0;20;1;0;69;523;0.3
4;0;0;1;2;0;1;0;0;641;20;0;0;44;8.992705405;90;0;22;3;0;70;480;0
4.1;12;7;1;3;0;0;1;0;568;10;0;0;20;6.551428736;78;1;16;2;1;44;455;0.15
3.9;0;0;1;1;1;0;0;0;2041;25;0;1;159;8.127084853;108;0;142;50;14;282;1347;0
4.3;28;10;1;1;1;0;0;0;1938;20;0;0;101;8.116180413;105;0;53;3;0;146;1642;0.27
3.8;18;1;1;2;0;1;0;0;378;15;0;0;44;17.10915874;90;0;2;1;0;65;254;0.2
4.2;6;4;1;1;1;0;0;0;507;20;0;0;28;17.31133902;96;0;28;2;1;45;414;0.06
4.1;10;5;1;2;0;1;0;0;858;20;0;0;60;11.5441631;90;0;55;5;1;85;675;0.11
4;16;9;1;2;0;1;0;0;1242;20;0;0;92;5.702482246;90;0;12;1;0;145;928;0.18
4.2;0;0;1;1;1;0;0;0;1157;20;0;0;56;13.01178646;96;0;11;1;0;94;938;0
3.7;4;3;1;3;0;0;1;0;198;20;0;0;25;14.25906049;72;0;24;20;3;37;131;0.06
4.2;7;4;1;2;0;1;0;0;709;25;0;0;26;16.69979302;90;0;4;0;0;58;592;0.08
